EAN,NAME,BRAND,SIZE,SPECIALITY,ANIMAL,FORMAT (kg),www.amazon.fr (FR),www.bitiba.es (ES),www.bitiba.fr (FR),www.centrodenutricioncanina.com (ES),www.croquetteland.com (FR),www.kiwoko.com (ES),www.medicanimal.com (ES),www.medicanimal.com (FR),www.medicanimal.com (UK),www.miscota.es (ES),www.miscota.fr (FR),www.telepienso.es (ES),www.tiendanimal.es (ES),www.tiendanimal.fr (FR),www.zooplus.es (ES),www.zooplus.fr (FR),www.wanimo.fr (FR),www.bypets.com (ES)
52742865201,Hill's Diet Canine i/d 2 kg,Hill's,DIET,GASTRO,DOG,2,http://www.amazon.fr/Hills-Prescription-Diet-Canine-2kg/dp/B0030UB6UU,,,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-i-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-i-d.html,http://www.kiwoko.com/hill-7202.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=459&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=459&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=fr_FR,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-id/~product_id=459/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.miscota.es/perros/hills/i-d,http://animaux.miscota.fr/chiens/hills/i-d,http://www.telepienso.com/products/hill-s-prescription-diet-canine-i-d-1,http://www.tiendanimal.es/hills-canine-seco-p-1605.html,http://www.tiendanimal.fr/hills-canine-p-1605.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills_prescription_diet/hillsdiet_gastrointestinal/171886,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_hills_prescription_diet/troubles_intestinaux_chien_hills/159667,,
52742421506,Hill's Diet Canine i/d 5 kg,Hill's,DIET,GASTRO,DOG,5,http://www.amazon.fr/Hills-Prescription-Diet-Canine-5kg/dp/B0030UF49E,http://www.bitiba.es/shop/perros/pienso_perros/hills_diet_pienso_perros/problemas_gastrointestinal_perros/374885,http://www.bitiba.fr/shop/chiens/croquettes/croquettes_chien_hills_prescription_diet/allergies_intolerance_alimentaires_chien_hills/341936,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-i-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-i-d.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=459&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=459&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=fr_FR,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-id/~product_id=459/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.miscota.es/perros/hills/i-d,http://animaux.miscota.fr/chiens/hills/i-d,http://www.telepienso.com/products/hill-s-prescription-diet-canine-i-d-1,http://www.tiendanimal.es/hills-canine-seco-p-1605.html,http://www.tiendanimal.fr/hills-canine-p-1605.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills_prescription_diet/hillsdiet_gastrointestinal/171886,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_hills_prescription_diet/troubles_intestinaux_chien_hills/159667,,
52742918303,Hill's Diet Canine j/d 12 kg,Hill's,DIET,ARTICULAR,DOG,12,http://www.amazon.fr/Hills-Prescription-Diet-Canine-12-0/dp/B0099NB9NG,http://www.bitiba.es/shop/perros/pienso_perros/hills_diet_pienso_perros/problemas_articulaciones_perros/374890,http://www.bitiba.fr/shop/chiens/croquettes/croquettes_chien_hills_prescription_diet/problemes_articulaires_hills_chien/341852,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-j-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-j-d.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=460&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-jd/~product_id=460/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=460&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=en_GB,http://www.miscota.es/perros/hills/j-d-bajo-en-calorias,http://animaux.miscota.fr/chiens/hills/jd-calories-reduites,http://www.telepienso.com/products/hills-prescription-diet-canine-j-d,,,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills_prescription_diet/hillsdiet_articulaciones/400584,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_hills_prescription_diet/problemes_articulaires_hills_chien/159668,,
52742918204,Hill's Diet Canine k/d 12 kg,Hill's,DIET,RENAL,DOG,12,http://www.amazon.fr/Hills-Prescription-Diet-Canine-12-0/dp/B0099NFNA6,http://www.bitiba.es/shop/perros/pienso_perros/hills_diet_pienso_perros/renal_urinary_perros/374886,http://www.bitiba.fr/shop/chiens/croquettes/croquettes_chien_hills_prescription_diet/problemes_renaux_chien_croquettes_hills/341940,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-k-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-k-d.html,http://www.kiwoko.com/hill-7184.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=461&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=461&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=fr_FR,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-kd/~product_id=461/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,,,http://www.telepienso.com/products/hills-prescription-diet-canine-k-d,http://www.tiendanimal.es/hills-canine-seco-p-1610.html,http://www.tiendanimal.fr/hill-canine-p-1610.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills_prescription_diet/hillsdiet_renal/186005,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_hills_prescription_diet/problemes_renaux_chien_croquettes_hills/183117,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-prescription-canine-k-d-kg-sf201/,
52742867809,Hill's Diet Canine u/d 12 kg,Hill's,DIET,URINARY,DOG,12,http://www.amazon.fr/Hills-Prescription-Diet-Canine-12-0/dp/B0099NDZNI,,,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-u-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-u-d.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=498&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-ud/~product_id=498/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=498&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=en_GB,http://www.miscota.es/perros/hills/u-d,http://animaux.miscota.fr/chiens/hills/u-d,http://www.telepienso.com/products/hills-prescription-diet-canine-u-d,http://www.tiendanimal.es/hills-canine-seco-p-1619.html,http://www.tiendanimal.fr/hills-canine-p-1619.html,,,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-prescription-canine-u-d-kg-sf162/,
52742666204,Hill's Diet Canine w/d 12 kg,Hill's,DIET,OBESITY,DOG,12,http://www.amazon.fr/Hills-Prescription-Diet-Canine-12-0/dp/B0036QQKFY,http://www.bitiba.es/shop/perros/pienso_perros/hills_diet_pienso_perros/diabetes_perros/374889,http://www.bitiba.fr/shop/chiens/croquettes/croquettes_chien_hills_prescription_diet/croquettes_obesite_surpoids_hills_chien/341938,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-w-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-w-d.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=499&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=499&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=fr_FR,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-wd-low-fat/~product_id=499/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.miscota.es/perros/hills/w-d,http://animaux.miscota.fr/chiens/hills/w-d,http://www.telepienso.com/products/hills-prescription-diet-canine-w-d,http://www.tiendanimal.es/hills-canine-seco-p-1621.html,http://www.tiendanimal.fr/hills-canine-p-1621.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills_prescription_diet/hillsdiet_diabetes/185967,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_hills_prescription_diet/diabete_croquettes_boites_chien_hills/183035,,
52742665801,Hill's Diet Canine w/d 4 kg,Hill's,DIET,OBESITY,DOG,4,http://www.amazon.fr/Hill%2527s-Prescription-Diet-Canine-w%252fd/dp/B0036QSAF2,,,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-w-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-w-d.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=499&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=499&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=fr_FR,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-wd-low-fat/~product_id=499/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.miscota.es/perros/hills/w-d,http://animaux.miscota.fr/chiens/hills/w-d,http://www.telepienso.com/products/hills-prescription-diet-canine-w-d,http://www.tiendanimal.es/hills-canine-seco-p-1621.html,http://www.tiendanimal.fr/hills-canine-p-1621.html,,,,
52742898001,Hill's Diet Canine z/d L.A. 7.5 kg,Hill's,DIET,LIMITEDANTIGEN,DOG,7.5,http://www.amazon.fr/Hills-Prescription-Diet-Canine-Allergen/dp/B0030UGOQ6,,,,http://www.croquetteland.com/hill-s-prescription-diet-canine-z-d-low-allergen.html,,,,,http://www.miscota.es/perros/hills/z-d-bajo-en-alergias,http://animaux.miscota.fr/chiens/hills/zd-faible-en-allergenes,http://www.telepienso.com/products/hill-s-prescription-diet-canine-z-d-low-allergen,http://www.tiendanimal.es/hills-canine-allergen-seco-p-1622.html,http://www.tiendanimal.fr/hills-canine-allergen-p-1622.html,,,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-prescription-canine-z-d-low-allerg-sf13791/,
52742534107,Hill's Diet Canine z/d Ultra 10 kg,Hill's,DIET,HIPOALLERGENIC,DOG,10,http://www.amazon.fr/Hills-Prescription-Canine-ULTRA-Allergen-Free/dp/B0036QSCMS,,,,http://www.croquetteland.com/hill-s-prescription-diet-canine-z-d-ultra-allergen.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=452&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-zd/~product_id=452/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=452&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=en_GB,http://www.miscota.es/perros/hills/z-d-ultra-libre-de-alergias,http://animaux.miscota.fr/chiens/hills/zd-ultra-sans-allergenes,http://www.telepienso.com/products/hill-s-prescription-diet-canine-z-d-ultra-allergen-free,http://www.tiendanimal.es/hills-canine-ultra-allergenfree-seco-p-1623.html,http://www.tiendanimal.fr/hills-canine-ultra-allergenfree-p-1623.html,,,,
52742106809,Hill's Diet Feline c/d Reduced Calorie 4 kg,Hill's,DIET,URINARY,CAT,4,http://www.amazon.fr/Hills-Prescription-Multicare-Reduced-calorie/dp/B005AINYIW,,,,,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=101042&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=101042&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=fr_FR,http://www.medicanimal.com/product/~hills-prescription-diet-feline-cd-reduced-calorie/~product_id=101042/~category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET,http://www.miscota.es/gatos/hills/c-d-pollo-bajo-en-calorias,http://animaux.miscota.fr/chats/hills/hills-c-d-poulet-faible-en-calories,http://www.telepienso.com/products/hills-prescription-diet-feline-c-d-multicare-reduced-calorie,http://www.tiendanimal.es/hills-feline-multicare-reduced-calorie-pollo-p-6233.html,http://www.tiendanimal.fr/croquettes-hills-feline-multicare-reduced-calorie-p-6233.html,,,http://www.wanimo.com/fr/chats/alimentation-pour-chat-sc6/hills-prescription-feline-c-d-reduced-calor-sf9179/,
52742106908,Hill's Diet Feline c/d Reduced Calorie 8 kg,Hill's,DIET,URINARY,CAT,8,,,,,,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=101042&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=101042&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=fr_FR,http://www.medicanimal.com/product/~hills-prescription-diet-feline-cd-reduced-calorie/~product_id=101042/~category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET,http://www.miscota.es/gatos/hills/c-d-pollo-bajo-en-calorias,http://animaux.miscota.fr/chats/hills/hills-c-d-poulet-faible-en-calories,http://www.telepienso.com/products/hills-prescription-diet-feline-c-d-multicare-reduced-calorie,http://www.tiendanimal.es/hills-feline-multicare-reduced-calorie-pollo-p-6233.html,http://www.tiendanimal.fr/croquettes-hills-feline-multicare-reduced-calorie-p-6233.html,,,http://www.wanimo.com/fr/chats/alimentation-pour-chat-sc6/hills-prescription-feline-c-d-reduced-calor-sf9179/,
52742919102,Hill's Diet Feline w/d 1.5 kg,Hill's,DIET,OBESITY,CAT,1.5,http://www.amazon.fr/Hill%2527s-Hills-Prescription-Diet-Feline/dp/B005C95J6E,,,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-w-d,,http://www.kiwoko.com/hill-7191.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=475&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=es_ES,http://www.medicanimal.com/product/~hills-prescription-diet-feline-wd/~product_id=475/~category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=475&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=en_GB,http://www.miscota.es/gatos/hills/w-d,http://animaux.miscota.fr/chats/hills/feline-wd,http://www.telepienso.com/products/hills-prescription-diet-feline-w-d,http://www.tiendanimal.es/hills-feline-seco-p-1644.html,http://www.tiendanimal.fr/hills-feline-p-1644.html,,,http://www.wanimo.com/fr/chats/alimentation-pour-chat-sc6/hill-s-prescription-feline-w-d-kg-sf702/,
52742432809,Hill's Diet Feline w/d 5 kg,Hill's,DIET,OBESITY,CAT,5,http://www.amazon.fr/Hills-Prescription-Diet-Feline-5-0/dp/B0036QMYAE,,,,,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=475&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=es_ES,http://www.medicanimal.com/product/~hills-prescription-diet-feline-wd/~product_id=475/~category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=475&category_id=MACTGR-CATS_VET_FOOD_HILLS_PRESCRIPTION_DIET&locale=en_GB,http://www.miscota.es/gatos/hills/w-d,http://animaux.miscota.fr/chats/hills/feline-wd,http://www.telepienso.com/products/hills-prescription-diet-feline-w-d,http://www.tiendanimal.es/hills-feline-seco-p-1644.html,http://www.tiendanimal.fr/hills-feline-p-1644.html,,,http://www.wanimo.com/fr/chats/alimentation-pour-chat-sc6/hill-s-prescription-feline-w-d-kg-sf702/,
52742926704,Hill's SP Adult Cordero y Arroz 12 kg,Hill's,MEDIUM,CORDERO,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_adulto_pienso_perros/374723,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien/341661,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-w-d,http://www.croquetteland.com/hill-s-science-plan-chien-adult-advanced-fitness-agneau-riz.html,http://www.kiwoko.com/hill-s-adult-cordero-y-arroz.html,,,,http://www.miscota.es/perros/hills/adult-advanced-fitness-medium-cordero-arroz,http://animaux.miscota.fr/chiens/hills/adult-all-breeds-agneau-et-riz,,http://www.tiendanimal.es/hills-canine-adult-advance-fitness-cordero-arroz-p-188.html,http://www.tiendanimal.fr/hills-science-plan-canine-adult-agneau-p-188.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills/hills_adult/56348,http://www.zooplus.fr/shop/chiens/croquettes_chien/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien/15547,,
52742169804,Hill's SP Adult Light Mini 2.5 kg,Hill's,MINI,LIGHT,DOG,2.5,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_light_pienso_perro/374735,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien_light/341674,,http://www.croquetteland.com/hill-s-science-plan-chien-adult-mini-light.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=106727&category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=106727&category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=fr_FR,http://www.medicanimal.com/product/~hills-science-plan-canine-adult-mini-light/~product_id=106727/~category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN,http://www.miscota.es/perros/hills/p-48081,http://animaux.miscota.fr/chiens/hills/p-48081,http://www.telepienso.com/products/hills-light-con-pollo-adulto-raza-pequena,http://www.tiendanimal.es/hills-canine-adult-light-mini-p-7763.html,http://www.tiendanimal.fr/hills-canine-adult-light-mini-p-7763.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills/hills_light/296289,http://www.zooplus.fr/shop/chiens/croquettes_chien/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien_light/296250,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-chien-adult-mini-light-poulet--sf10635/,
52742757001,Hill's SP Adult Light Pollo 12 kg,Hill's,MEDIUM,LIGHT,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_light_pienso_perro/374734,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien_light/341749,,,http://www.kiwoko.com/hill-s-adult-pollo-light.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10239&category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10239&category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=fr_FR,http://www.medicanimal.com/product/~hills-science-plan-canine-adult-light-chicken/~product_id=10239/~category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN,,,,http://www.tiendanimal.es/hills-canine-light-adult-p-183.html,http://www.tiendanimal.fr/hills-science-plan-canine-light-adult-p-183.html,,http://www.zooplus.fr/shop/chiens/croquettes_chien/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien_light/15545,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-chien-adult-light-poulet-kg-sf6/,
52742754505,Hill's SP Adult Light Raza Grande 12 kg,Hill's,MAXI,LIGHT,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_science_plan_pienso_perro/hills_science_plan_light_pienso_perro/374733,http://www.bitiba.fr/shop/chiens/croquettes/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien_light/341753,,,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10004&category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=es_ES,http://www.medicanimal.com/product/~hills-science-plan-canine-adult-large-breed-light-chicken/~product_id=10004/~category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=10004&category_id=MACTGR-DOGS_WELLNESS_FOOD_HILLS_SCIENCE_PLAN&locale=en_GB,http://www.miscota.es/perros/hills/adult-light-large-breed-pollo,http://animaux.miscota.fr/chiens/hills/adult-light-grandes-races-poulet,,http://www.tiendanimal.es/hills-canine-adult-light-razas-grandes-p-2672.html,http://www.tiendanimal.fr/croquettes-hills-canine-adult-light-pour-grands-chiens-race-p-2672.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills/hills_light/56359,http://www.zooplus.fr/shop/chiens/croquettes_chien/hills_science_plan_croquettes_chien/hills_science_plan_adulte_croquettes_chien_light/41470,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-science-plan-canine-adult-light-la-sf6025/,
